schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,tailnu,delay
1710,DH,1700,EWR,213,1/20/2004,7302,IAD,0,N638BR,ontime
1245,DH,1236,EWR,213,1/20/2004,7303,IAD,0,N638BR,ontime
2120,DH,2113,EWR,213,1/20/2004,7304,IAD,0,N663BR,ontime
630,DH,625,EWR,213,1/20/2004,7305,IAD,0,N311UE,ontime
1430,DH,1426,EWR,213,1/20/2004,7307,IAD,0,N332UE,ontime
1630,RU,1624,EWR,199,1/20/2004,2181,DCA,0,N15555,ontime
2100,RU,2052,EWR,199,1/20/2004,2879,DCA,0,N14562,ontime
1359,RU,1357,EWR,199,1/20/2004,2216,DCA,0,N14920,ontime
1700,RU,1650,EWR,213,1/20/2004,2497,IAD,0,N16951,ontime
645,RU,638,EWR,199,1/20/2004,2761,DCA,0,N26141,ontime
1900,RU,1855,EWR,213,1/20/2004,2385,IAD,0,N26141,ontime
900,RU,859,EWR,199,1/20/2004,2582,DCA,0,N14543,ontime
1300,RU,1255,EWR,213,1/20/2004,2367,IAD,0,N15555,ontime
1525,RU,1555,EWR,199,1/20/2004,2261,DCA,0,N11539,delayed
1500,RU,1456,EWR,213,1/20/2004,2156,IAD,0,N17146,ontime
700,RU,708,EWR,213,1/20/2004,2855,IAD,0,N28518,delayed
1455,OH,1455,JFK,184,1/21/2004,5935,BWI,0,N804CA,ontime
1245,DH,1239,LGA,229,1/21/2004,7208,IAD,0,N705BR,ontime
1455,DH,1448,LGA,229,1/21/2004,7211,IAD,0,N687BR,ontime
1715,DH,1714,LGA,229,1/21/2004,7215,IAD,0,N705BR,ontime
2120,DH,2220,LGA,229,1/21/2004,7684,IAD,0,N698BR,delayed
640,DH,702,LGA,229,1/21/2004,7790,IAD,0,N688BR,delayed
1040,DH,1032,LGA,229,1/21/2004,7792,IAD,0,N687BR,ontime
840,DH,836,JFK,228,1/21/2004,7800,IAD,0,N637BR,ontime
1240,DH,1237,JFK,228,1/21/2004,7806,IAD,0,N656BR,ontime
1455,DH,1504,JFK,228,1/21/2004,7808,IAD,0,N301UE,ontime
1645,DH,1639,JFK,228,1/21/2004,7810,IAD,0,N308UE,ontime
1715,DH,1710,JFK,228,1/21/2004,7812,IAD,0,N333UE,ontime
2120,DH,2118,JFK,228,1/21/2004,7814,IAD,0,N688BR,ontime
1610,DH,1603,JFK,228,1/21/2004,7816,IAD,0,N321UE,ontime
1455,DL,1456,JFK,213,1/21/2004,746,DCA,0,N938DL,ontime
630,DL,630,LGA,214,1/21/2004,1740,DCA,0,N242DL,ontime
730,DL,730,LGA,214,1/21/2004,1742,DCA,0,N224DA,ontime
830,DL,831,LGA,214,1/21/2004,1744,DCA,0,N231DN,ontime
930,DL,931,LGA,214,1/21/2004,1746,DCA,0,N221DL,ontime
1030,DL,1031,LGA,214,1/21/2004,1748,DCA,0,N242DL,ontime
1130,DL,1131,LGA,214,1/21/2004,1750,DCA,0,N224DA,ontime
1230,DL,1230,LGA,214,1/21/2004,1752,DCA,0,N3734B,ontime
1330,DL,1332,LGA,214,1/21/2004,1754,DCA,0,N221DL,ontime
1430,DL,1431,LGA,214,1/21/2004,1756,DCA,0,N242DL,ontime
1530,DL,1530,LGA,214,1/21/2004,1758,DCA,0,N231DN,ontime
1630,DL,1632,LGA,214,1/21/2004,1760,DCA,0,N3734B,delayed
1730,DL,1730,LGA,214,1/21/2004,1762,DCA,0,N221DL,ontime
1830,DL,1828,LGA,214,1/21/2004,1764,DCA,0,N242DL,ontime
1930,DL,1928,LGA,214,1/21/2004,1766,DCA,0,N231DN,ontime
2030,DL,2032,LGA,214,1/21/2004,1768,DCA,0,N225DL,ontime
1530,MQ,1525,JFK,213,1/21/2004,4752,DCA,0,N732MQ,ontime
600,MQ,555,JFK,213,1/21/2004,4760,DCA,0,N709MQ,ontime
1830,MQ,1830,JFK,213,1/21/2004,4784,DCA,0,N719MQ,ontime
700,MQ,652,LGA,214,1/21/2004,4952,DCA,0,N704MQ,ontime
800,MQ,753,LGA,214,1/21/2004,4954,DCA,0,N716MQ,ontime
900,MQ,857,LGA,214,1/21/2004,4956,DCA,0,N730MQ,ontime
1100,MQ,1050,LGA,214,1/21/2004,4960,DCA,0,N704MQ,ontime
1300,MQ,1252,LGA,214,1/21/2004,4964,DCA,0,N716MQ,ontime
1400,MQ,1349,LGA,214,1/21/2004,4966,DCA,0,N717MQ,ontime
1500,MQ,1452,LGA,214,1/21/2004,4968,DCA,0,N719MQ,ontime
1600,MQ,1556,LGA,214,1/21/2004,4970,DCA,0,N720MQ,ontime
1700,MQ,1653,LGA,214,1/21/2004,4972,DCA,0,N713MQ,ontime
1900,MQ,1853,LGA,214,1/21/2004,4976,DCA,0,N723MQ,ontime
850,UA,846,LGA,229,1/21/2004,846,IAD,0,N563UA,ontime
630,US,627,LGA,214,1/21/2004,1479,DCA,0,N730UW,ontime
700,US,659,LGA,214,1/21/2004,2160,DCA,0,N713UW,ontime
800,US,759,LGA,214,1/21/2004,2162,DCA,0,N741UW,ontime
900,US,855,LGA,214,1/21/2004,2164,DCA,0,N766UW,ontime
1000,US,956,LGA,214,1/21/2004,2166,DCA,0,N722UW,ontime
1100,US,1056,LGA,214,1/21/2004,2168,DCA,0,N713UW,ontime
1200,US,1155,LGA,214,1/21/2004,2170,DCA,0,N741UW,ontime
1300,US,1255,LGA,214,1/21/2004,2172,DCA,0,N766UW,ontime
1400,US,1357,LGA,214,1/21/2004,2174,DCA,0,N722UW,ontime
1500,US,1456,LGA,214,1/21/2004,2176,DCA,0,N713UW,ontime
1600,US,1558,LGA,214,1/21/2004,2178,DCA,0,N741UW,ontime
1700,US,1658,LGA,214,1/21/2004,2180,DCA,0,N744UW,ontime
1800,US,1803,LGA,214,1/21/2004,2182,DCA,0,N722UW,ontime
1900,US,1859,LGA,214,1/21/2004,2184,DCA,0,N713UW,ontime
2000,US,1956,LGA,214,1/21/2004,2186,DCA,0,N741UW,ontime
2100,US,2058,LGA,214,1/21/2004,2188,DCA,0,N716UW,ontime
700,RU,658,EWR,169,1/21/2004,2703,BWI,0,N14902,ontime
1455,RU,1452,EWR,169,1/21/2004,2403,BWI,0,N14950,ontime
1720,RU,1726,EWR,169,1/21/2004,3372,BWI,0,N14568,delayed
1030,RU,1028,EWR,169,1/21/2004,2303,BWI,0,N12946,ontime
1730,CO,1727,EWR,199,1/21/2004,814,DCA,0,N12327,delayed
1900,CO,1858,EWR,199,1/21/2004,816,DCA,0,N14601,ontime
1300,CO,1256,EWR,199,1/21/2004,808,DCA,0,N16646,ontime
735,CO,728,EWR,199,1/21/2004,806,DCA,0,N62631,ontime
840,DH,859,EWR,213,1/21/2004,7299,IAD,0,N311UE,ontime
1710,DH,1702,EWR,213,1/21/2004,7302,IAD,0,N694BR,delayed
1245,DH,1235,EWR,213,1/21/2004,7303,IAD,0,N694BR,ontime
2120,DH,2145,EWR,213,1/21/2004,7304,IAD,0,N709BR,ontime
630,DH,627,EWR,213,1/21/2004,7305,IAD,0,N332UE,ontime
1430,DH,1424,EWR,213,1/21/2004,7307,IAD,0,N332UE,ontime
645,RU,643,EWR,199,1/21/2004,2761,DCA,0,N18102,ontime
1500,RU,1455,EWR,213,1/21/2004,2156,IAD,0,N16147,delayed
2100,RU,2054,EWR,199,1/21/2004,2879,DCA,0,N13969,ontime
1630,RU,1648,EWR,199,1/21/2004,2181,DCA,0,N36915,delayed
1900,RU,1857,EWR,213,1/21/2004,2385,IAD,0,N26141,ontime
1525,RU,1520,EWR,199,1/21/2004,2261,DCA,0,N14974,delayed
700,RU,659,EWR,213,1/21/2004,2855,IAD,0,N18556,ontime
1359,RU,1356,EWR,199,1/21/2004,2216,DCA,0,N12946,ontime
1700,RU,1654,EWR,213,1/21/2004,2497,IAD,0,N13903,ontime
1300,RU,1251,EWR,213,1/21/2004,2367,IAD,0,N36915,ontime
900,RU,858,EWR,199,1/21/2004,2582,DCA,0,N16951,ontime
1455,OH,1540,JFK,184,1/22/2004,5935,BWI,0,N949CA,delayed
1640,DH,1641,JFK,213,1/22/2004,6155,DCA,0,N415FJ,ontime
1245,DH,1324,LGA,229,1/22/2004,7208,IAD,0,N705BR,delayed
1455,DH,1540,LGA,229,1/22/2004,7211,IAD,0,N624BR,delayed
1715,DH,1715,LGA,229,1/22/2004,7215,IAD,0,N653BR,ontime
2120,DH,2114,LGA,229,1/22/2004,7684,IAD,0,N692BR,ontime
640,DH,642,LGA,229,1/22/2004,7790,IAD,0,N675BR,ontime
1040,DH,1034,LGA,229,1/22/2004,7792,IAD,0,N623BR,ontime
840,DH,830,JFK,228,1/22/2004,7800,IAD,0,N698BR,ontime
1240,DH,1237,JFK,228,1/22/2004,7806,IAD,0,N631BR,ontime
1455,DH,1455,JFK,228,1/22/2004,7808,IAD,0,N320UE,ontime
1645,DH,1642,JFK,228,1/22/2004,7810,IAD,0,N309UE,ontime
1715,DH,1707,JFK,228,1/22/2004,7812,IAD,0,N301UE,ontime
2120,DH,2116,JFK,228,1/22/2004,7814,IAD,0,N657BR,ontime
1610,DH,1607,JFK,228,1/22/2004,7816,IAD,0,N324UE,ontime
1455,DL,1458,JFK,213,1/22/2004,746,DCA,0,N986DL,ontime
630,DL,629,LGA,214,1/22/2004,1740,DCA,0,N242DL,ontime
730,DL,729,LGA,214,1/22/2004,1742,DCA,0,N221DL,ontime
830,DL,831,LGA,214,1/22/2004,1744,DCA,0,N231DN,ontime
930,DL,928,LGA,214,1/22/2004,1746,DCA,0,N223DZ,ontime
1030,DL,1030,LGA,214,1/22/2004,1748,DCA,0,N232DZ,ontime
1130,DL,1129,LGA,214,1/22/2004,1750,DCA,0,N221DL,ontime
1230,DL,1231,LGA,214,1/22/2004,1752,DCA,0,N231DN,ontime
1330,DL,1331,LGA,214,1/22/2004,1754,DCA,0,N223DZ,ontime
1430,DL,1429,LGA,214,1/22/2004,1756,DCA,0,N232DZ,delayed
1530,DL,1530,LGA,214,1/22/2004,1758,DCA,0,N221DL,ontime
1630,DL,1633,LGA,214,1/22/2004,1760,DCA,0,N3734B,delayed
1730,DL,1731,LGA,214,1/22/2004,1762,DCA,0,N231DN,delayed
1830,DL,1831,LGA,214,1/22/2004,1764,DCA,0,N232DZ,ontime
1930,DL,1928,LGA,214,1/22/2004,1766,DCA,0,N221DL,ontime
2030,DL,2033,LGA,214,1/22/2004,1768,DCA,0,N3734B,ontime
1530,MQ,1517,JFK,213,1/22/2004,4752,DCA,0,N703MQ,ontime
600,MQ,553,JFK,213,1/22/2004,4760,DCA,0,N838MQ,ontime
1830,MQ,1823,JFK,213,1/22/2004,4784,DCA,0,N721MQ,ontime
700,MQ,730,LGA,214,1/22/2004,4952,DCA,0,N814MQ,ontime
800,MQ,758,LGA,214,1/22/2004,4954,DCA,0,N739MQ,ontime
900,MQ,852,LGA,214,1/22/2004,4956,DCA,0,N728MQ,ontime
1100,MQ,1056,LGA,214,1/22/2004,4960,DCA,0,N723MQ,ontime
1300,MQ,1255,LGA,214,1/22/2004,4964,DCA,0,N735MQ,ontime
1400,MQ,1359,LGA,214,1/22/2004,4966,DCA,0,N731MQ,ontime
1500,MQ,1459,LGA,214,1/22/2004,4968,DCA,0,N701MQ,ontime
1600,MQ,1559,LGA,214,1/22/2004,4970,DCA,0,N727MQ,ontime
1700,MQ,1652,LGA,214,1/22/2004,4972,DCA,0,N814MQ,ontime
1900,MQ,1854,LGA,214,1/22/2004,4976,DCA,0,N739MQ,ontime
850,UA,847,LGA,229,1/22/2004,846,IAD,0,N558UA,ontime
630,US,625,LGA,214,1/22/2004,1479,DCA,0,N764UW,ontime
700,US,654,LGA,214,1/22/2004,2160,DCA,0,N708UW,ontime
800,US,754,LGA,214,1/22/2004,2162,DCA,0,N713UW,ontime
900,US,857,LGA,214,1/22/2004,2164,DCA,0,N714UW,ontime
1000,US,955,LGA,214,1/22/2004,2166,DCA,0,N762UW,ontime
1100,US,1055,LGA,214,1/22/2004,2168,DCA,0,N708UW,ontime
1200,US,1153,LGA,214,1/22/2004,2170,DCA,0,N713UW,ontime
1300,US,1255,LGA,214,1/22/2004,2172,DCA,0,N714UW,ontime
1400,US,1355,LGA,214,1/22/2004,2174,DCA,0,N762UW,ontime
1500,US,1456,LGA,214,1/22/2004,2176,DCA,0,N708UW,ontime
1600,US,1559,LGA,214,1/22/2004,2178,DCA,0,N713UW,ontime
1700,US,1658,LGA,214,1/22/2004,2180,DCA,0,N714UW,ontime
1800,US,1759,LGA,214,1/22/2004,2182,DCA,0,N762UW,ontime
1900,US,1900,LGA,214,1/22/2004,2184,DCA,0,N713UW,ontime
2000,US,2011,LGA,214,1/22/2004,2186,DCA,0,N714UW,ontime
2100,US,2139,LGA,214,1/22/2004,2188,DCA,0,N762UW,delayed
700,RU,658,EWR,169,1/22/2004,2703,BWI,0,N11535,ontime
1030,RU,1030,EWR,169,1/22/2004,2303,BWI,0,N13124,ontime
1455,RU,1450,EWR,169,1/22/2004,2403,BWI,0,N14991,ontime
1720,RU,1803,EWR,169,1/22/2004,3372,BWI,0,N13935,delayed
1300,CO,1258,EWR,199,1/22/2004,808,DCA,0,N16607,ontime
735,CO,729,EWR,199,1/22/2004,806,DCA,0,N17663,ontime
1900,CO,1855,EWR,199,1/22/2004,816,DCA,0,N17644,ontime
1730,CO,1721,EWR,199,1/22/2004,814,DCA,0,N27733,delayed
840,DH,831,EWR,213,1/22/2004,7299,IAD,0,N634BR,ontime
1710,DH,1706,EWR,213,1/22/2004,7302,IAD,0,N627BR,ontime
1245,DH,1249,EWR,213,1/22/2004,7303,IAD,0,N627BR,ontime
2120,DH,2116,EWR,213,1/22/2004,7304,IAD,0,N703BR,ontime
630,DH,624,EWR,213,1/22/2004,7305,IAD,0,N315UE,ontime
1430,DH,1425,EWR,213,1/22/2004,7307,IAD,0,N331UE,ontime
1359,RU,1356,EWR,199,1/22/2004,2216,DCA,0,N13935,ontime
1525,RU,1522,EWR,199,1/22/2004,2261,DCA,0,N14568,ontime
1630,RU,1627,EWR,199,1/22/2004,2181,DCA,0,N13969,ontime
1300,RU,1307,EWR,213,1/22/2004,2692,IAD,0,N14514,ontime
645,RU,641,EWR,199,1/22/2004,2761,DCA,0,N13970,ontime
1500,RU,1451,EWR,213,1/22/2004,2156,IAD,0,N34111,ontime
1700,RU,1656,EWR,213,1/22/2004,2497,IAD,0,N16918,ontime
700,RU,655,EWR,213,1/22/2004,2855,IAD,0,N18102,ontime
1900,RU,1850,EWR,213,1/22/2004,2385,IAD,0,N25134,ontime
2100,RU,2052,EWR,199,1/22/2004,2879,DCA,0,N14543,ontime
900,RU,854,EWR,199,1/22/2004,2582,DCA,0,N14543,ontime
1455,OH,1622,JFK,184,1/23/2004,5935,BWI,0,N430CA,delayed
1640,DH,1640,JFK,213,1/23/2004,6155,DCA,0,N423FJ,ontime
1245,DH,1239,LGA,229,1/23/2004,7208,IAD,0,N653BR,delayed
1715,DH,1715,LGA,229,1/23/2004,7215,IAD,0,N705BR,ontime
2120,DH,109,LGA,229,1/23/2004,7684,IAD,0,N668BR,delayed
640,DH,634,LGA,229,1/23/2004,7790,IAD,0,N626BR,ontime
1040,DH,1048,LGA,229,1/23/2004,7792,IAD,0,N693BR,ontime
840,DH,832,JFK,228,1/23/2004,7800,IAD,0,N692BR,ontime
1240,DH,1236,JFK,228,1/23/2004,7806,IAD,0,N634BR,ontime
1455,DH,1458,JFK,228,1/23/2004,7808,IAD,0,N320UE,ontime
1645,DH,1642,JFK,228,1/23/2004,7810,IAD,0,N321UE,ontime
1715,DH,1706,JFK,228,1/23/2004,7812,IAD,0,N308UE,ontime
2120,DH,2120,JFK,228,1/23/2004,7814,IAD,0,N631BR,ontime
1610,DH,1609,JFK,228,1/23/2004,7816,IAD,0,N332UE,ontime
1455,DL,1456,JFK,213,1/23/2004,746,DCA,0,N937DL,ontime
630,DL,627,LGA,214,1/23/2004,1740,DCA,0,N232DZ,ontime
730,DL,726,LGA,214,1/23/2004,1742,DCA,0,N231DN,ontime
830,DL,828,LGA,214,1/23/2004,1744,DCA,0,N225DL,ontime
930,DL,928,LGA,214,1/23/2004,1746,DCA,0,N241DL,ontime
1030,DL,1029,LGA,214,1/23/2004,1748,DCA,0,N232DZ,ontime
1130,DL,1128,LGA,214,1/23/2004,1750,DCA,0,N231DN,ontime
1230,DL,1229,LGA,214,1/23/2004,1752,DCA,0,N225DL,ontime
1430,DL,1428,LGA,214,1/23/2004,1756,DCA,0,N232DZ,ontime
1530,DL,1529,LGA,214,1/23/2004,1758,DCA,0,N231DN,ontime
1630,DL,1631,LGA,214,1/23/2004,1760,DCA,0,N3734B,ontime
1730,DL,1732,LGA,214,1/23/2004,1762,DCA,0,N225DL,ontime
1830,DL,1829,LGA,214,1/23/2004,1764,DCA,0,N232DZ,ontime
1930,DL,1929,LGA,214,1/23/2004,1766,DCA,0,N231DN,ontime
2030,DL,2028,LGA,214,1/23/2004,1768,DCA,0,N3734B,ontime
1530,MQ,1530,JFK,213,1/23/2004,4752,DCA,0,N841MQ,delayed
600,MQ,553,JFK,213,1/23/2004,4760,DCA,0,N730MQ,ontime
1830,MQ,1827,JFK,213,1/23/2004,4784,DCA,0,N727MQ,ontime
700,MQ,655,LGA,214,1/23/2004,4952,DCA,0,N707MQ,ontime
800,MQ,755,LGA,214,1/23/2004,4954,DCA,0,N731MQ,ontime
900,MQ,850,LGA,214,1/23/2004,4956,DCA,0,N701MQ,ontime
1100,MQ,1047,LGA,214,1/23/2004,4960,DCA,0,N727MQ,ontime
1300,MQ,1253,LGA,214,1/23/2004,4964,DCA,0,N701MQ,delayed
1400,MQ,1358,LGA,214,1/23/2004,4966,DCA,0,N702MQ,ontime
1700,MQ,1655,LGA,214,1/23/2004,4972,DCA,0,N726MQ,ontime
1900,MQ,1858,LGA,214,1/23/2004,4976,DCA,0,N738MQ,ontime
850,UA,853,LGA,229,1/23/2004,846,IAD,0,N517UA,ontime
630,US,626,LGA,214,1/23/2004,1479,DCA,0,N725UW,ontime
700,US,656,LGA,214,1/23/2004,2160,DCA,0,N765UW,ontime
800,US,757,LGA,214,1/23/2004,2162,DCA,0,N762UW,ontime
900,US,855,LGA,214,1/23/2004,2164,DCA,0,N768UW,ontime
1000,US,956,LGA,214,1/23/2004,2166,DCA,0,N715UW,ontime
1100,US,1057,LGA,214,1/23/2004,2168,DCA,0,N765UW,ontime
1200,US,1157,LGA,214,1/23/2004,2170,DCA,0,N762UW,ontime
1300,US,1259,LGA,214,1/23/2004,2172,DCA,0,N768UW,delayed
1400,US,1355,LGA,214,1/23/2004,2174,DCA,0,N715UW,ontime
1500,US,1502,LGA,214,1/23/2004,2176,DCA,0,N765UW,ontime
1700,US,1659,LGA,214,1/23/2004,2180,DCA,0,N768UW,ontime
1800,US,1759,LGA,214,1/23/2004,2182,DCA,0,N715UW,ontime
1900,US,1859,LGA,214,1/23/2004,2184,DCA,0,N765UW,ontime
2000,US,1958,LGA,214,1/23/2004,2186,DCA,0,N762UW,ontime
2100,US,2055,LGA,214,1/23/2004,2188,DCA,0,N768UW,ontime
1455,RU,1449,EWR,169,1/23/2004,2403,BWI,0,N12946,delayed
1030,RU,1032,EWR,169,1/23/2004,2303,BWI,0,N16546,ontime
1720,RU,1726,EWR,169,1/23/2004,3372,BWI,0,N21129,ontime
700,RU,654,EWR,169,1/23/2004,2703,BWI,0,N14959,ontime
1730,CO,1731,EWR,199,1/23/2004,814,DCA,0,N63305,ontime
1300,CO,1254,EWR,199,1/23/2004,808,DCA,0,N17620,ontime
735,CO,728,EWR,199,1/23/2004,806,DCA,0,N15659,ontime
1900,CO,1849,EWR,199,1/23/2004,816,DCA,0,N13665,delayed
840,DH,833,EWR,213,1/23/2004,7299,IAD,0,N686BR,ontime
1710,DH,1820,EWR,213,1/23/2004,7302,IAD,0,N680BR,delayed
1245,DH,1235,EWR,213,1/23/2004,7303,IAD,0,N680BR,ontime
2120,DH,2239,EWR,213,1/23/2004,7304,IAD,0,N654BR,delayed
630,DH,626,EWR,213,1/23/2004,7305,IAD,0,N333UE,ontime
1430,DH,1427,EWR,213,1/23/2004,7307,IAD,0,N301UE,ontime
2100,RU,2054,EWR,199,1/23/2004,2879,DCA,0,N14991,ontime
1630,RU,1629,EWR,199,1/23/2004,2181,DCA,0,N26549,ontime
700,RU,700,EWR,213,1/23/2004,2855,IAD,0,N11539,ontime
645,RU,641,EWR,199,1/23/2004,2761,DCA,0,N14993,ontime
1500,RU,1451,EWR,213,1/23/2004,2156,IAD,0,N14143,ontime
1900,RU,1851,EWR,213,1/23/2004,2385,IAD,0,N17108,ontime
1300,RU,1252,EWR,213,1/23/2004,2692,IAD,0,N16502,ontime
1525,RU,1528,EWR,199,1/23/2004,2261,DCA,0,N34111,delayed
1700,RU,1657,EWR,213,1/23/2004,2497,IAD,0,N12569,ontime
900,RU,901,EWR,199,1/23/2004,2582,DCA,0,N15926,ontime
1359,RU,1356,EWR,199,1/23/2004,2216,DCA,0,N16546,ontime
1455,OH,1455,JFK,184,1/24/2004,5935,BWI,0,N442CA,ontime
1640,DH,1633,JFK,213,1/24/2004,6155,DCA,0,N428FJ,ontime
1245,DH,1240,LGA,229,1/24/2004,7208,IAD,0,N693BR,ontime
1715,DH,1711,LGA,229,1/24/2004,7215,IAD,0,N647BR,ontime
2120,DH,2119,LGA,229,1/24/2004,7684,IAD,0,N635BR,ontime
840,DH,832,JFK,228,1/24/2004,7800,IAD,0,N668BR,ontime
1240,DH,1305,JFK,228,1/24/2004,7806,IAD,0,N634BR,ontime
1645,DH,1644,JFK,228,1/24/2004,7810,IAD,0,N313UE,ontime
1715,DH,1715,JFK,228,1/24/2004,7812,IAD,0,N312UE,delayed
2120,DH,2125,JFK,228,1/24/2004,7814,IAD,0,N628BR,ontime
1800,DH,1751,JFK,228,1/24/2004,7818,IAD,0,N321UE,ontime
1455,DL,1511,JFK,213,1/24/2004,746,DCA,0,N913DL,delayed
730,DL,730,LGA,214,1/24/2004,1742,DCA,0,N232DZ,ontime
830,DL,829,LGA,214,1/24/2004,1744,DCA,0,N225DL,ontime
1030,DL,1028,LGA,214,1/24/2004,1748,DCA,0,N231DN,ontime
1230,DL,1230,LGA,214,1/24/2004,1752,DCA,0,N225DL,ontime
1430,DL,1428,LGA,214,1/24/2004,1756,DCA,0,N231DN,ontime
1630,DL,1630,LGA,214,1/24/2004,1760,DCA,0,N225DL,ontime
1830,DL,1829,LGA,214,1/24/2004,1764,DCA,0,N231DN,ontime
2030,DL,2031,LGA,214,1/24/2004,1768,DCA,0,N225DL,ontime
1530,MQ,1525,JFK,213,1/24/2004,4752,DCA,0,N736MQ,ontime
600,MQ,550,JFK,213,1/24/2004,4760,DCA,0,N703MQ,ontime
1830,MQ,1812,JFK,213,1/24/2004,4784,DCA,0,N727MQ,ontime
900,MQ,931,LGA,214,1/24/2004,4956,DCA,0,N711MQ,delayed
1300,MQ,1319,LGA,214,1/24/2004,4964,DCA,0,N700MQ,ontime
850,UA,849,LGA,229,1/24/2004,846,IAD,0,N565UA,ontime
700,US,657,LGA,214,1/24/2004,2160,DCA,0,N754UW,ontime
900,US,919,LGA,214,1/24/2004,2164,DCA,0,N763UW,ontime
1100,US,1058,LGA,214,1/24/2004,2168,DCA,0,N754UW,ontime
1300,US,1259,LGA,214,1/24/2004,2172,DCA,0,N763UW,ontime
1500,US,1457,LGA,214,1/24/2004,2176,DCA,0,N754UW,ontime
1700,US,1656,LGA,214,1/24/2004,2180,DCA,0,N763UW,ontime
1900,US,1854,LGA,214,1/24/2004,2184,DCA,0,N754UW,ontime
1455,RU,1453,EWR,169,1/24/2004,2229,BWI,0,N14945,ontime
1720,RU,1715,EWR,169,1/24/2004,3372,BWI,0,N16927,ontime
700,RU,654,EWR,169,1/24/2004,2703,BWI,0,N12996,delayed
1030,RU,1029,EWR,169,1/24/2004,2303,BWI,0,N15926,ontime
1300,CO,1252,EWR,199,1/24/2004,808,DCA,0,N33608,ontime
840,DH,824,EWR,213,1/24/2004,7299,IAD,0,N640BR,ontime
1710,DH,1658,EWR,213,1/24/2004,7302,IAD,0,N675BR,ontime
1245,DH,1240,EWR,213,1/24/2004,7303,IAD,0,N675BR,ontime
2120,DH,2118,EWR,213,1/24/2004,7304,IAD,0,N654BR,ontime
930,RU,929,EWR,199,1/24/2004,2582,DCA,0,N48901,ontime
1500,RU,1456,EWR,213,1/24/2004,2156,IAD,0,N12135,ontime
1600,RU,1556,EWR,199,1/24/2004,2361,DCA,0,N14505,ontime
700,RU,659,EWR,213,1/24/2004,2855,IAD,0,N15926,delayed
645,RU,640,EWR,199,1/24/2004,2761,DCA,0,N14930,ontime
1359,RU,1358,EWR,199,1/24/2004,2216,DCA,0,N12552,ontime
1700,RU,1658,EWR,213,1/24/2004,2497,IAD,0,N34111,ontime
1730,RU,1728,EWR,199,1/24/2004,2097,DCA,0,N11548,ontime
1455,OH,1455,JFK,184,1/25/2004,5935,BWI,0,N967CA,ontime
1640,DH,1656,JFK,213,1/25/2004,6155,DCA,0,N402FJ,ontime
1245,DH,1251,LGA,229,1/25/2004,7208,IAD,0,N647BR,ontime
1455,DH,1455,LGA,229,1/25/2004,7211,IAD,0,N708BR,ontime
1715,DH,1900,LGA,229,1/25/2004,7215,IAD,0,N698BR,delayed
2120,DH,2244,LGA,229,1/25/2004,7684,IAD,0,N683BR,delayed
840,DH,901,JFK,228,1/25/2004,7800,IAD,0,N634BR,ontime
1240,DH,1326,JFK,228,1/25/2004,7806,IAD,0,N665BR,delayed
1455,DH,1452,JFK,228,1/25/2004,7808,IAD,0,N322UE,ontime
1645,DH,1641,JFK,228,1/25/2004,7810,IAD,0,N332UE,ontime
1715,DH,1715,JFK,228,1/25/2004,7812,IAD,0,N306UE,delayed
2120,DH,2122,JFK,228,1/25/2004,7814,IAD,1,N657BR,delayed
1610,DH,1600,JFK,228,1/25/2004,7816,IAD,0,N321UE,ontime
1455,DL,1535,JFK,213,1/25/2004,746,DCA,0,N931DL,delayed
830,DL,826,LGA,214,1/25/2004,1744,DCA,0,N231DN,ontime
1030,DL,1026,LGA,214,1/25/2004,1748,DCA,0,N225DL,ontime
1130,DL,1128,LGA,214,1/25/2004,1750,DCA,0,N223DZ,ontime
1230,DL,1229,LGA,214,1/25/2004,1752,DCA,0,N231DN,ontime
1330,DL,1330,LGA,214,1/25/2004,1754,DCA,0,N242DL,ontime
1430,DL,1429,LGA,214,1/25/2004,1756,DCA,0,N225DL,ontime
1530,DL,1530,LGA,214,1/25/2004,1758,DCA,0,N223DZ,ontime
1630,DL,1633,LGA,214,1/25/2004,1760,DCA,0,N231DN,ontime
1730,DL,1729,LGA,214,1/25/2004,1762,DCA,0,N242DL,ontime
1830,DL,1829,LGA,214,1/25/2004,1764,DCA,0,N225DL,ontime
1930,DL,1930,LGA,214,1/25/2004,1766,DCA,0,N223DZ,ontime
2030,DL,2031,LGA,214,1/25/2004,1768,DCA,0,N231DN,ontime
1530,MQ,1604,JFK,213,1/25/2004,4752,DCA,0,N718MQ,delayed
925,MQ,917,JFK,213,1/25/2004,4771,DCA,0,N703MQ,ontime
1830,MQ,1852,JFK,213,1/25/2004,4784,DCA,0,N708MQ,ontime
1300,MQ,1255,LGA,214,1/25/2004,4964,DCA,0,N732MQ,ontime
1500,MQ,1528,LGA,214,1/25/2004,4968,DCA,0,N708MQ,delayed
1700,MQ,1659,LGA,214,1/25/2004,4972,DCA,0,N851MQ,ontime
1900,MQ,1859,LGA,214,1/25/2004,4976,DCA,0,N723MQ,ontime
850,UA,845,LGA,229,1/25/2004,846,IAD,0,N581UA,ontime
900,US,859,LGA,214,1/25/2004,2164,DCA,0,N768UW,ontime
1000,US,954,LGA,214,1/25/2004,2166,DCA,0,N767UW,ontime
